Country,Location,Industry_Sector,Potential_Accident_Level,Gender,Employee_Type,Critical_Risk,Description,Month,Weekday
Country_01,Local_04,Mining,5,Male,Third Party,Fall,performing casting resale miss p approximately operator placed left side equipment started release cubic meter time decided paralyze task minute due leak water roof box allow adhesion rock setting restarting launch operator left side moved right side equipment assistant operator minaret see pumping went verify happened returned realized operator assume fallen chimney left job ask help immediately emergency response brigade medical service activated verify death collaborator accident investigation begin,May,Wednesday
Country_02,Local_05,Metals,3,Female,Third Party (Remote),Cut,maid handling pipette sample preparation chemical analysis trying place three way pear pipette came break causing superficial cut right hand,May,Tuesday
Country_01,Local_03,Mining,4,Male,Employee,Others,area machine tool location stanza mechanic injured operating bench drill drilling metal jacket x x lining install miss p moment accompanied mechanic name bin manipulated jacket directed maneuver right side drill name bin tell stop drill verify depth drill name lift chuck name bin pull iron verifies everything fine communicates restart drilling hole moment victim without apparent reason cross left arm drill caught drill work clothes causing injury described,May,Tuesday
Country_02,Local_12,Others,1,Male,Employee,Others,employee passed corner front door seeing video slight swelling frontal region due closing glass door,May,Tuesday
Country_02,Local_07,Mining,1,Male,Employee,Cut,activity maintenance smaller breaker arm extension cylinder local underground mine level removal cylinder smaller arm releasing fixing pin cylinder came bumped tool used press hand tool structure equipment,May,Wednesday
Country_01,Local_06,Metals,4,Male,Third Party,Pressed, hour end concentrate truck cleaning driver instructed close gate moment name back vehicle reported injury left hand transferred medical center attention later evacuation clinic,May,Thursday
Country_01,Local_06,Metals,2,Male,Employee,Projection, h mechanic duty section name observed activity withdrawal check miss om moment impacted pulp line discharge stuck causing irritation right part neck ear mechanic referred medical center evaluation,May,Friday
Country_01,Local_04,Mining,4,Male,Third Party,Projection of fragments,moment collaborator carried inspection conveyor belt tail pulley height load polymer name scan collaborator heard noise note belt moving towards tail pulley fragment mineral fragment projected towards access ramp impacting collaborator evacuated medical post,May,Tuesday
Country_01,Local_03,Mining,4,Male,Third Party,Others,circumstance worker walking along straight line level step rock approximately x bending right ankle caused injury described event occurred worker decided report accident feel pain p approximately begin feel discomfort walking progressive mild pain ankle moment communicates event,May,Tuesday
Country_02,Local_12,Others,2,Female,Employee,Others,upon entering building maid slipped fell behind automatic door front entry mat floor wet slippery,May,Tuesday
Country_02,Local_05,Metals,4,Male,Employee,Others,employee report trying unlock cathodic sheet digger realize blade pressed cable projected hit face,June,Sunday
Country_01,Local_03,Mining,4,Male,Third Party,Projection,level guide wire chamber preparation activity mix secrete worker performs emptying bag cement towards bucket complete dosage moment dust generated cement enters lower part lens left eye causing irritation,June,Friday
Country_01,Local_06,Metals,3,Male,Third Party,Fall,name moving tray climbing staircase give access former dining room finding last step slip fall floor supporting body forward suffering blow right knee floor well nose metal tray carrying causing cut nose hematoma knee,June,Friday
Country_01,Local_04,Mining,2,Male,Third Party,Others,circumstance worker prepared food electric pot ensuring lid fall head causing injury described,June,Sunday
Country_01,Local_04,Mining,2,Male,Employee,Pressed,circumstance worker two partner placing killer bomb basket location team bomb hit index finger right hand basket,June,Sunday
Country_01,Local_06,Metals,2,Male,Third Party,Cut,approve hour name maintenance team mobile equipment adjusted bolt front loader miss time face impacted key used activity producing slight cut surface face transferred medical service attended registered,June,Sunday
Country_01,Local_01,Mining,4,Male,Third Party,Others,organization n circumstance driver plate truck wok organ organization organization organ organization organization organ organization organization organ organization organization organization prom organ organization organization c went grit plant chicken organ organization organization entering internal mine area location organ organization organization approve organ organization organization old dining room stop vehicle informs pilot longer drive turn vehicle trying get van loses balance fall seat complaining intense pain lumbar area citing pain due overexertion due routine activity evacuation residual oil solid waste cylinder previously performed organ organization organization collaborator time event used corresponding organ organization organization pop organ organization organization,June,Sunday
Country_02,Local_02,Mining,4,Male,Third Party (Remote),Pressed,employee performed insertion adjustment joint blind flange tubing one wedge shifted causing movement flange causing nth finger left hand pressed,June,Wednesday
Country_01,Local_03,Mining,4,Male,Employee,Projection,convoy locomotive operated name name located hopper ops positioning car hopper assistant observe anything ordinary dry load presence water initiate chute hydraulic module hopper switched control slightly move hopper handle untimely flow water mud splash operator generating described injury addition collaborator meter line fire,June,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Projection,master additive taken miss miss miss license plate towards launching team organization collaborator organization facia robot assistant moment received bucket emptiness operator organization feel drop drop additive right eye feeling burning sensation immediately go wash affected eye team eye collaborator evacuated organization miss til miss r miss time accident employee glass using correctly,June,Saturday
Country_01,Local_04,Mining,4,Male,Third Party,remains of choco, driver miss e miss miss plate dump truck ton heading loading area obi parking proceeding ore loading scoop year moment lift first scoop towards hopper large bank fall causing tipper shake violently operator hit gear lever communicate supervisor evacuated medical center,June,Sunday
Country_01,Local_01,Mining,3,Male,Employee,Others,injured collaborator time making miss pe pipe used hydraulic filling released causing one end pipe impact lip causing injury apparently support concentrate release little pipe action generates pipe presented rubber vista lick copra released generating impact previously described pipe empty without hydraulic load,June,Saturday
Country_01,Local_01,Mining,4,Male,Employee,Others,circumstance organization organization organization license plate empress serf supervision organization organization carried field inspection upper bank unexpectedly climbing operational access positive ramp slide excavated area approximately meter high remaining position front part floor occupant vehicle made use safety belt complete epos,June,Tuesday
Country_01,Local_01,Mining,4,Male,Third Party,Others,circumstance organization organization organization license plate empress serf supervision organization organization carried field inspection upper bank unexpectedly climbing operational access positive ramp slide excavated area approximately meter high remaining position front part floor occupant vehicle made use safety belt complete epos,June,Tuesday
Country_01,Local_03,Mining,2,Female,Third Party,Cut,surface name dor worker company organization organization organization made cut lemon time imprisoned knife generating movement impacting first finger left hand causing slight cut,June,Saturday
Country_02,Local_05,Metals,2,Male,Employee,Others,employee report removing zinc sheet cathode take easel slipped hand fell hit left foot,June,Friday
Country_03,Local_10,Others,4,Male,Third Party,Others,execution task assembling box testimony box area location location success around organization research driller organization location trying fit two part trestle third piece fell hand piece held causing small trauma left thumb employee referred location location location location hospital location location cat location tea attended released without leaving work soon,June,Monday
Country_03,Local_10,Others,4,Male,Employee,Others,technician returning activity bite stepped loose rock sloping region released unbalancing employee stepped false twisting ankle,June,Thursday
Country_03,Local_10,Others,1,Male,Employee,Venomous Animals,field activity miss g project target location location reconnaissance team boarding car parked window closed name entered name name name putting seat belt inside vehicle pressed wasp shoulder neck causing sting name believed possibly bee nailed clothes car properly closed name,June,Thursday
Country_02,Local_02,Mining,3,Male,Employee,Pressed,maintenance organization let miss level miss organization pa miss miss miss mechanic operator equipment performed test equipment magazine magazine carousel turned operator left middle finger pressed equipment frame,June,Thursday
Country_01,Local_04,Mining,3,Male,Third Party,Others,approximately approximately lifting organization organization towards pulley frame align assistant name later one struck hand frame generating injury,July,Tuesday
Country_01,Local_03,Mining,2,Female,Employee,Others,collaborator moved infrastructure office location toilet pin right shoe hooked bra left shoe causing take step fall untimely causing injury described,July,Tuesday
Country_02,Local_09,Metals,2,Male,Employee,Venomous Animals,environmental monitoring activity area employee surprised swarming swarm weevil exit place endured suffering two sting one face middle finger left hand,July,Wednesday
Country_02,Local_05,Metals,2,Male,Employee,Cut,employee performed activity stripping cathode pulling cathode sheet hand hit side another cathode causing blunt cut finger left hand,July,Thursday
Country_01,Local_04,Mining,2,Female,Third Party,Fall prevention (same level), assistant cleaned floor module e central camp slipped back immediately grabbed laundry table avoid falling floor suffering described injury,July,Sunday
